,Unnamed: 0,business_code_x,cust_number_x,total_open_amount_x,cust_payment_terms_x,document_create_date_day,document_create_date_month,document_create_date_year,document_create_date_quarter,delay,Payment date prediction,Aging_Bucket,business_code_y,cust_number_y,name_customer,clear_date,buisness_year,doc_id,posting_date,document_create_date,document_create_date.1,due_in_date,invoice_currency,document type,posting_id,area_business,total_open_amount_y,baseline_create_date,cust_payment_terms_y,invoice_id,isOpen
9172,45969,2,2,22999.8,15506.0,30,3,2020,1,0,2020-04-15,0 days,U001,0200076137,OLLIE trust,,2020.0,1930720033.0,2020-03-31,2020-03-30,2020-03-31,2020-04-15,USD,RV,1.0,,22999.8,2020-03-31,NAA8,1930720033.0,1
9173,45977,2,12,31348.16,15506.0,16,3,2020,1,0,2020-03-31,0 days,U001,0200744019,TARG ,,2020.0,1930652997.0,2020-03-16,2020-03-16,2020-03-16,2020-03-31,USD,RV,1.0,,31348.16,2020-03-16,NAA8,1930652997.0,1
9174,45982,2,31,25336.34,15506.0,1,4,2020,2,0,2020-04-16,0 days,U001,0200152991,JET llc,,2020.0,1930731040.0,2020-04-01,2020-04-01,2020-04-01,2020-04-16,USD,RV,1.0,,25336.34,2020-04-01,NAA8,1930731040.0,1
9175,45986,2,12,22222.01,15506.0,25,3,2020,1,0,2020-04-10,0 days,U001,0200744019,TARG in,,2020.0,1930698896.0,2020-03-26,2020-03-25,2020-03-26,2020-04-10,USD,RV,1.0,,22222.01,2020-03-26,NAA8,1930698896.0,1
9176,45987,2,3,29090.88,950.0,7,5,2020,2,-2,2020-05-21,0 days,U001,200794332,COST systems,,2020.0,1930877724.0,2020-05-08,2020-05-07,2020-05-08,2020-05-23,USD,RV,1.0,,29090.88,2020-05-08,NAAX,1930877724.0,1
9177,45995,2,1,71934.1,15506.0,14,4,2020,2,0,2020-04-30,0 days,U001,0200769369,DI ,,2020.0,1930782190.0,2020-04-15,2020-04-14,2020-04-15,2020-04-30,USD,RV,1.0,,71934.1,2020-04-15,NAA8,1930782190.0,1
9178,46002,2,10,432.54,1033.0,6,3,2020,1,-5,2020-03-19,0 days,U001,0200803720,DEC foundation,,2020.0,1930612439.0,2020-03-06,2020-03-06,2020-03-06,2020-03-24,USD,RV,1.0,,432.54,2020-03-01,NAM4,1930612439.0,1
9179,46004,2,1,6532.6,10524.0,19,3,2020,1,0,2020-04-04,0 days,U001,0200769623,WAL-MAR co,,2020.0,1930670761.0,2020-03-20,2020-03-19,2020-03-20,2020-04-04,USD,RV,1.0,,6532.6,2020-03-20,NAH4,1930670761.0,1
9180,46007,0,1,30922.068909836064,2968.0,4,3,2020,1,19,2020-04-03,16-30days,CA02,0140105847,GORDON F corp,,2020.0,2960617698.0,2020-03-04,2020-03-04,2020-03-04,2020-03-15,CAD,RV,1.0,,38241.18,2020-03-05,CA10,2960617698.0,1
9181,46008,2,6,319.02,712.0,9,3,2020,1,13,2020-04-06,1-15days,U001,0200772670,ASSOCIAT trust,,2020.0,1930624354.0,2020-03-09,2020-03-09,2020-03-09,2020-03-24,USD,RV,1.0,,319.02,2020-03-09,NAU5,1930624354.0,1
9182,46009,2,1,40105.8,10524.0,4,4,2020,2,0,2020-04-21,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930748590.0,2020-04-06,2020-04-04,2020-04-06,2020-04-21,USD,RV,1.0,,40105.8,2020-04-06,NAH4,1930748590.0,1
9183,46017,2,156,13657.2,10524.0,27,3,2020,1,0,2020-04-12,0 days,U001,0200759878,SA systems,,2020.0,1930710278.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,1.0,,13657.2,2020-03-28,NAH4,1930710278.0,1
9184,46020,2,1,33254.06,10524.0,9,5,2020,2,1,2020-05-26,1-15days,U001,0200769623,WAL-MAR corporation,,2020.0,1930883426.0,2020-05-10,2020-05-09,2020-05-10,2020-05-25,USD,RV,1.0,,33254.06,2020-05-10,NAH4,1930883426.0,1
9185,46022,0,1,22159.23199180328,2968.0,24,3,2020,1,6,2020-04-11,1-15days,CA02,0140104409,LOB corporation,,2020.0,2960624315.0,2020-03-24,2020-03-24,2020-03-24,2020-04-05,CAD,RV,1.0,,27404.22,2020-03-26,CA10,2960624315.0,1
9186,46023,2,2,9117.16,15506.0,10,3,2020,1,3,2020-03-30,1-15days,U001,0200778870,C foundation,,2020.0,1930629342.0,2020-03-12,2020-03-10,2020-03-12,2020-03-27,USD,RV,1.0,,9117.16,2020-03-12,NAA8,1930629342.0,1
9187,46031,2,6,10665.63,712.0,7,4,2020,2,3,2020-04-25,1-15days,U001,0200772670,ASSOCIAT in,,2020.0,1930760832.0,2020-04-07,2020-04-07,2020-04-07,2020-04-22,USD,RV,1.0,,10665.63,2020-04-07,NAU5,1930760832.0,1
9188,46046,2,1,40387.76,10524.0,20,3,2020,1,0,2020-04-05,0 days,U001,0200769623,WAL-MAR systems,,2020.0,1930679094.0,2020-03-21,2020-03-20,2020-03-21,2020-04-05,USD,RV,1.0,,40387.76,2020-03-21,NAH4,1930679094.0,1
9189,46049,2,1,2735.09,15506.0,26,4,2020,2,-1,2020-05-12,0 days,U001,0200418007,AM associates,,2020.0,1930828240.0,2020-04-28,2020-04-26,2020-04-28,2020-05-13,USD,RV,1.0,,2735.09,2020-04-28,NAA8,1930828240.0,1
9190,46051,2,1,65044.92,10524.0,13,3,2020,1,0,2020-03-30,0 days,U001,0200769623,WAL-MAR ,,2020.0,1930646488.0,2020-03-15,2020-03-13,2020-03-15,2020-03-30,USD,RV,1.0,,65044.92,2020-03-15,NAH4,1930646488.0,1
9191,46072,2,1,22862.79,10524.0,3,5,2020,2,0,2020-05-19,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930855028.0,2020-05-04,2020-05-03,2020-05-04,2020-05-19,USD,RV,1.0,,22862.79,2020-05-04,NAH4,1930855028.0,1
9192,46073,2,3,40412.72,15506.0,15,4,2020,2,-3,2020-04-26,0 days,U001,0200799538,UNITE trust,,2020.0,1930784375.0,2020-04-14,2020-04-15,2020-04-14,2020-04-29,USD,RV,1.0,,40412.72,2020-04-14,NAA8,1930784375.0,1
9193,46079,2,1,11705.79,10524.0,23,3,2020,1,0,2020-04-07,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930684943.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,1.0,,11705.79,2020-03-23,NAH4,1930684943.0,1
9194,46082,2,1,26346.99,10524.0,21,4,2020,2,0,2020-05-06,0 days,U001,0200769623,WAL-MAR co,,2020.0,1930810629.0,2020-04-21,2020-04-21,2020-04-21,2020-05-06,USD,RV,1.0,,26346.99,2020-04-21,NAH4,1930810629.0,1
9195,46083,2,2,26995.83,623.0,11,3,2020,1,4,2020-04-18,1-15days,U001,0200714710,SYSCO  systems,,2020.0,1930640943.0,2020-03-13,2020-03-11,2020-03-13,2020-04-14,USD,RV,1.0,,26995.83,2020-03-13,NA32,1930640943.0,1
9196,46094,2,1,5771.61,1033.0,23,4,2020,2,-6,2020-05-03,0 days,U001,0200020431,DEC associates,,2020.0,1930817476.0,2020-04-23,2020-04-23,2020-04-23,2020-05-09,USD,RV,1.0,,5771.61,2020-04-16,NAM4,1930817476.0,1
9197,46095,2,1,141170.24,15506.0,14,3,2020,1,-2,2020-03-29,0 days,U001,0200275115,SHAWS  us,,2020.0,1930652352.0,2020-03-16,2020-03-14,2020-03-16,2020-03-31,USD,RV,1.0,,141170.24,2020-03-16,NAA8,1930652352.0,1
9198,46096,2,2,28566.66,15506.0,29,4,2020,2,0,2020-05-15,0 days,U001,0200729290,KROGER llc,,2020.0,1930837359.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,1.0,,28566.66,2020-04-30,NAA8,1930837359.0,1
9199,46101,2,1,8752.55,10524.0,2,3,2020,1,1,2020-03-19,1-15days,U001,0200769623,WAL-MAR foundation,,2020.0,1930587508.0,2020-03-03,2020-03-02,2020-03-03,2020-03-18,USD,RV,1.0,,8752.55,2020-03-03,NAH4,1930587508.0,1
9200,46106,2,1,53133.58,10524.0,18,4,2020,2,0,2020-05-05,0 days,U001,0200769623,WAL-MAR in,,2020.0,1930801069.0,2020-04-20,2020-04-18,2020-04-20,2020-05-05,USD,RV,1.0,,53133.58,2020-04-20,NAH4,1930801069.0,1
9201,46111,2,1,2626.19,15506.0,4,5,2020,2,0,2020-05-20,0 days,U001,0200508557,FOODL associates,,2020.0,1930832795.0,2020-05-05,2020-05-04,2020-05-05,2020-05-20,USD,RV,1.0,,2626.19,2020-05-05,NAA8,1930832795.0,1
9202,46129,2,4,11494.7,15506.0,7,4,2020,2,0,2020-04-22,0 days,U001,0200729942,SA trust,,2020.0,1930758880.0,2020-04-07,2020-04-07,2020-04-07,2020-04-22,USD,RV,1.0,,11494.7,2020-04-07,NAA8,1930758880.0,1
9203,46131,2,4,9602.8,1354.0,4,4,2020,2,0,2020-04-19,0 days,U001,0200762301,C&S WH us,,2020.0,1930746176.0,2020-04-04,2020-04-04,2020-04-04,2020-04-19,USD,RV,1.0,,9602.8,2020-04-04,NAC6,1930746176.0,1
9204,46135,2,1,10906.39,10524.0,2,5,2020,2,0,2020-05-18,0 days,U001,0200769623,WAL-MAR llc,,2020.0,1930852849.0,2020-05-03,2020-05-02,2020-05-03,2020-05-18,USD,RV,1.0,,10906.39,2020-05-03,NAH4,1930852849.0,1
9205,46146,2,8,11625.12,744.0,28,2,2020,1,8,2020-04-11,1-15days,U001,CCCA02,KRAFT  us,,2020.0,1930583230.0,2020-02-28,2020-02-28,2020-02-28,2020-04-03,USD,RV,1.0,,11625.12,2020-02-28,NAG2,1930583230.0,1
9206,46169,2,17,9827.2,781.0,30,4,2020,2,-1,2020-05-20,0 days,U001,200705742,DOT llc,,2020.0,1930843107.0,2020-05-01,2020-04-30,2020-05-01,2020-05-21,USD,RV,1.0,,9827.2,2020-05-01,NAD1,1930843107.0,1
9207,46170,0,6,70081.38856147541,2968.0,16,3,2020,1,6,2020-04-01,1-15days,CA02,0140106408,WAL-M in,,2020.0,2960621912.0,2020-03-16,2020-03-16,2020-03-16,2020-03-26,CAD,RV,1.0,,86669.33,2020-03-16,CA10,2960621912.0,1
9208,46172,2,1,33579.81,10524.0,10,5,2020,2,0,2020-05-27,0 days,U001,200769623,WAL-MAR corp,,2020.0,1930884678.0,2020-05-12,2020-05-10,2020-05-12,2020-05-27,USD,RV,1.0,,33579.81,2020-05-12,NAH4,1930884678.0,1
9209,46176,2,1,35279.07,15506.0,24,3,2020,1,0,2020-04-08,0 days,U001,0100031704,DELHAIZE us,,2020.0,1930692882.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1.0,,35279.07,2020-03-24,NAA8,1930692882.0,1
9210,46184,2,2,15070.62,15506.0,23,3,2020,1,0,2020-04-07,0 days,U001,0200795490,HY -  trust,,2020.0,1930686382.0,2020-03-23,2020-03-23,2020-03-23,2020-04-07,USD,RV,1.0,,15070.62,2020-03-23,NAA8,1930686382.0,1
9211,46186,2,4,824.82,1354.0,7,3,2020,1,0,2020-03-23,0 days,U001,0200762301,C&S WH us,,2020.0,1930617952.0,2020-03-08,2020-03-07,2020-03-08,2020-03-23,USD,RV,1.0,,824.82,2020-03-08,NAC6,1930617952.0,1
9212,46194,0,6,4295.875971311475,2968.0,22,3,2020,1,6,2020-04-07,1-15days,CA02,0140106408,WAL-M llc,,2020.0,2960622065.0,2020-03-22,2020-03-22,2020-03-22,2020-04-01,CAD,RV,1.0,,5312.69,2020-03-22,CA10,2960622065.0,1
9213,46211,2,1,142.22,10524.0,18,3,2020,1,3,2020-04-06,1-15days,U001,0200769623,WAL-MAR associates,,2020.0,1930666731.0,2020-03-19,2020-03-18,2020-03-19,2020-04-03,USD,RV,1.0,,142.22,2020-03-19,NAH4,1930666731.0,1
9214,46217,2,1,19866.34,15506.0,21,3,2020,1,2,2020-04-08,1-15days,U001,0200881076,ALBERT ,,2020.0,1930681181.0,2020-03-22,2020-03-21,2020-03-22,2020-04-06,USD,RV,1.0,,19866.34,2020-03-22,NAA8,1930681181.0,1
9215,46224,2,1,273.43,10524.0,17,3,2020,1,4,2020-04-06,1-15days,U001,0200769623,WAL-MAR llc,,2020.0,1930663848.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,1.0,,273.43,2020-03-18,NAH4,1930663848.0,1
9216,46229,2,5,971.09,15506.0,11,4,2020,2,0,2020-04-27,0 days,U001,0200726979,BJ'S  in,,2020.0,1930777972.0,2020-04-12,2020-04-11,2020-04-12,2020-04-27,USD,RV,1.0,,971.09,2020-04-12,NAA8,1930777972.0,1
9217,46232,2,1,527.32,10524.0,28,3,2020,1,3,2020-04-16,1-15days,U001,0200769623,WAL-MAR ,,2020.0,1930715302.0,2020-03-29,2020-03-28,2020-03-29,2020-04-13,USD,RV,1.0,,527.32,2020-03-29,NAH4,1930715302.0,1
9218,46237,2,3,32031.38,15506.0,24,3,2020,1,0,2020-04-07,0 days,U001,0200726025,MARTI systems,,2020.0,1930691077.0,2020-03-23,2020-03-24,2020-03-23,2020-04-07,USD,RV,1.0,,32031.38,2020-03-23,NAA8,1930691077.0,1
9219,46245,2,12,118142.15,15506.0,26,3,2020,1,0,2020-04-10,0 days,U001,0200744019,TARG trust,,2020.0,1930708253.0,2020-03-26,2020-03-26,2020-03-26,2020-04-10,USD,RV,1.0,,118142.15,2020-03-26,NAA8,1930708253.0,1
9220,46247,0,1,31914.58494262295,2968.0,23,3,2020,1,18,2020-04-22,16-30days,CA02,0140104409,LOB trust,,2020.0,2960622875.0,2020-03-23,2020-03-23,2020-03-23,2020-04-04,CAD,RV,1.0,,39468.62,2020-03-25,CA10,2960622875.0,1
9221,46249,2,5,16484.81,15506.0,16,4,2020,2,0,2020-05-03,0 days,U001,0200148860,DOLLA ,,2020.0,1930793751.0,2020-04-18,2020-04-16,2020-04-18,2020-05-03,USD,RV,1.0,,16484.81,2020-04-18,NAA8,1930793751.0,1
9222,46252,2,26,64221.53,15506.0,20,3,2020,1,-2,2020-04-02,0 days,U001,0200735528,ASSOCIA corp,,2020.0,1930675652.0,2020-03-20,2020-03-20,2020-03-20,2020-04-04,USD,RV,1.0,,64221.53,2020-03-20,NAA8,1930675652.0,1
9223,46254,2,2,3912.96,15506.0,17,3,2020,1,3,2020-04-05,1-15days,U001,0200778870,C llc,,2020.0,1930664248.0,2020-03-18,2020-03-17,2020-03-18,2020-04-02,USD,RV,1.0,,3912.96,2020-03-18,NAA8,1930664248.0,1
9224,46255,0,1,8413.470368852459,2968.0,18,3,2020,1,4,2020-04-08,1-15days,CA02,0140105686,SYSC us,,2020.0,2960622132.0,2020-03-18,2020-03-18,2020-03-18,2020-04-04,CAD,RV,1.0,,10404.9,2020-03-25,CA10,2960622132.0,1
9225,46274,2,5,63.46,15506.0,10,4,2020,2,6,2020-04-29,1-15days,U001,0200726979,BJ'S  llc,,2020.0,1930773683.0,2020-04-08,2020-04-10,2020-04-08,2020-04-23,USD,RV,1.0,,63.46,2020-04-08,NAA8,1930773683.0,1
9226,46281,2,1,485.39,10524.0,25,4,2020,2,2,2020-05-12,1-15days,U001,0200769623,WAL-MAR llc,,2020.0,1930826901.0,2020-04-25,2020-04-25,2020-04-25,2020-05-10,USD,RV,1.0,,485.39,2020-04-25,NAH4,1930826901.0,1
9227,46282,2,1,3463.44,590.0,19,3,2020,1,-22,2020-05-03,0 days,U001,0200704858,WAKE corporation,,2020.0,1930671189.0,2020-03-21,2020-03-19,2020-03-21,2020-05-25,USD,RV,1.0,,3463.44,2020-03-21,NAGD,1930671189.0,1
9228,46283,2,1,59665.23,590.0,12,3,2020,1,-19,2020-04-27,0 days,U001,0200778998,CE corporation,,2020.0,1930643702.0,2020-03-12,2020-03-12,2020-03-12,2020-05-16,USD,RV,1.0,,59665.23,2020-03-12,NAGD,1930643702.0,1
9229,46287,2,1,42260.02,15506.0,9,3,2020,1,0,2020-03-24,0 days,U001,0200697207,WA llc,,2020.0,1930623238.0,2020-03-09,2020-03-09,2020-03-09,2020-03-24,USD,RV,1.0,,42260.02,2020-03-09,NAA8,1930623238.0,1
9230,46292,2,6,83360.26,15506.0,24,3,2020,1,0,2020-04-08,0 days,U001,0200780383,MEIJ trust,,2020.0,1930692125.0,2020-03-24,2020-03-24,2020-03-24,2020-04-08,USD,RV,1.0,,83360.26,2020-03-24,NAA8,1930692125.0,1
9231,46299,2,2,3470.2,15506.0,30,3,2020,1,4,2020-04-18,1-15days,U001,0200696090,UNITE in,,2020.0,1930706081.0,2020-03-30,2020-03-30,2020-03-30,2020-04-14,USD,RV,1.0,,3470.2,2020-03-30,NAA8,1930706081.0,1
9232,46300,2,1,24009.0,15506.0,27,3,2020,1,-1,2020-04-10,0 days,U001,200708411,SHAM us,,2020.0,1930709513.0,2020-03-27,2020-03-27,2020-03-27,2020-04-11,USD,RV,1.0,,24009.0,2020-03-27,NAA8,1930709513.0,1
9233,46301,2,4,31657.26,15506.0,28,2,2020,1,0,2020-03-14,0 days,U001,0200980828,BEN E in,,2020.0,1930581555.0,2020-02-28,2020-02-28,2020-02-28,2020-03-14,USD,RV,1.0,,31657.26,2020-02-28,NAA8,1930581555.0,1
9234,46302,2,1,426.66,10524.0,24,3,2020,1,3,2020-04-12,1-15days,U001,0200769623,WAL-MAR foundation,,2020.0,1930690971.0,2020-03-25,2020-03-24,2020-03-25,2020-04-09,USD,RV,1.0,,426.66,2020-03-25,NAH4,1930690971.0,1
9235,46303,2,1,14672.33,10524.0,11,4,2020,2,0,2020-04-27,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930779141.0,2020-04-12,2020-04-11,2020-04-12,2020-04-27,USD,RV,1.0,,14672.33,2020-04-12,NAH4,1930779141.0,1
9236,46311,2,1,6635.52,15506.0,22,4,2020,2,-1,2020-05-07,0 days,U001,0200418007,AM llc,,2020.0,1930817206.0,2020-04-23,2020-04-22,2020-04-23,2020-05-08,USD,RV,1.0,,6635.52,2020-04-23,NAA8,1930817206.0,1
9237,46314,2,1,14724.67,10524.0,23,4,2020,2,0,2020-05-09,0 days,U001,0200769623,WAL-MAR associates,,2020.0,1930818906.0,2020-04-24,2020-04-23,2020-04-24,2020-05-09,USD,RV,1.0,,14724.67,2020-04-24,NAH4,1930818906.0,1
9238,46315,2,156,48319.9,10524.0,27,3,2020,1,0,2020-04-12,0 days,U001,0200759878,SA corp,,2020.0,1930709874.0,2020-03-28,2020-03-27,2020-03-28,2020-04-12,USD,RV,1.0,,48319.9,2020-03-28,NAH4,1930709874.0,1
9239,46318,2,1,2209.18,10524.0,4,3,2020,1,1,2020-03-20,1-15days,U001,0200769623,WAL-MAR associates,,2020.0,1930598705.0,2020-03-04,2020-03-04,2020-03-04,2020-03-19,USD,RV,1.0,,2209.18,2020-03-04,NAH4,1930598705.0,1
9240,46321,2,1,71201.44,10524.0,14,3,2020,1,0,2020-03-30,0 days,U001,0200769623,WAL-MAR us,,2020.0,1930651189.0,2020-03-15,2020-03-14,2020-03-15,2020-03-30,USD,RV,1.0,,71201.44,2020-03-15,NAH4,1930651189.0,1
9241,46328,2,4,6262.47,15506.0,30,4,2020,2,0,2020-05-15,0 days,U001,200706844,WINC systems,,2020.0,1930842078.0,2020-04-30,2020-04-30,2020-04-30,2020-05-15,USD,RV,1.0,,6262.47,2020-04-30,NAA8,1930842078.0,1
9242,46329,0,1,22200.30111885245,2968.0,18,3,2020,1,4,2020-04-02,1-15days,CA02,0140104508,BULK  systems,,2020.0,2960621162.0,2020-03-17,2020-03-18,2020-03-17,2020-03-29,CAD,RV,1.0,,27455.01,2020-03-19,CA10,2960621162.0,1
9243,46333,2,5,500.16,15506.0,29,4,2020,2,2,2020-05-17,1-15days,U001,0200726979,BJ'S  us,,2020.0,1930837783.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,1.0,,500.16,2020-04-30,NAA8,1930837783.0,1
9244,46334,2,6,10489.39,712.0,5,3,2020,1,3,2020-03-23,1-15days,U001,0200772670,ASSOCIAT llc,,2020.0,1930607040.0,2020-03-05,2020-03-05,2020-03-05,2020-03-20,USD,RV,1.0,,10489.39,2020-03-05,NAU5,1930607040.0,1
9245,46338,2,1,40652.5,348.0,6,3,2020,1,0,2020-03-18,0 days,U001,0200580232,INTERR co,,2020.0,1930611732.0,2020-03-08,2020-03-06,2020-03-08,2020-03-18,USD,RV,1.0,,40652.5,2020-03-08,NA10,1930611732.0,1
9246,46344,0,3,44210.814192622944,2968.0,19,3,2020,1,5,2020-04-03,1-15days,CA02,0140104440,SO systems,,2020.0,2960621592.0,2020-03-19,2020-03-19,2020-03-19,2020-03-29,CAD,RV,1.0,,54675.31,2020-03-19,CA10,2960621592.0,1
9247,46346,0,1,4379.744643442623,2968.0,4,4,2020,2,4,2020-04-20,1-15days,CA02,0140104429,COSTCO us,,2020.0,2960626195.0,2020-04-04,2020-04-04,2020-04-04,2020-04-16,CAD,RV,1.0,,5416.41,2020-04-06,CA10,2960626195.0,1
9248,46351,2,1,47441.1,10524.0,10,3,2020,1,0,2020-03-26,0 days,U001,0200769623,WAL-MAR llc,,2020.0,1930630193.0,2020-03-11,2020-03-10,2020-03-11,2020-03-26,USD,RV,1.0,,47441.1,2020-03-11,NAH4,1930630193.0,1
9249,46356,0,1,80726.03891803279,2968.0,9,4,2020,2,6,2020-04-25,1-15days,CA02,0140104409,LOB co,,2020.0,2960627083.0,2020-04-09,2020-04-09,2020-04-09,2020-04-19,CAD,RV,1.0,,99833.52,2020-04-09,CA10,2960627083.0,1
9250,46357,2,3,2425.64,781.0,9,3,2020,1,-2,2020-03-30,0 days,U001,0100000933,RICH ,,2020.0,1930627434.0,2020-03-12,2020-03-09,2020-03-12,2020-04-01,USD,RV,1.0,,2425.64,2020-03-12,NAD1,1930627434.0,1
9251,46360,2,1,45197.53,15506.0,26,3,2020,1,0,2020-04-10,0 days,U001,0200707822,PUBLI systems,,2020.0,1930696170.0,2020-03-26,2020-03-26,2020-03-26,2020-04-10,USD,RV,1.0,,45197.53,2020-03-26,NAA8,1930696170.0,1
9252,46361,2,1,5419.6,15506.0,29,4,2020,2,2,2020-05-17,1-15days,U001,0200705089,JETR co,,2020.0,1930837750.0,2020-04-30,2020-04-29,2020-04-30,2020-05-15,USD,RV,1.0,,5419.6,2020-04-30,NAA8,1930837750.0,1
9253,46370,2,1,6931.01,1033.0,23,4,2020,2,-6,2020-05-03,0 days,U001,0200020431,DEC trust,,2020.0,1930817462.0,2020-04-23,2020-04-23,2020-04-23,2020-05-09,USD,RV,1.0,,6931.01,2020-04-16,NAM4,1930817462.0,1
9254,46380,2,3,92259.0,15506.0,11,3,2020,1,0,2020-03-28,0 days,U001,0100054867,CTI A foundation,,2020.0,1930635635.0,2020-03-13,2020-03-11,2020-03-13,2020-03-28,USD,RV,1.0,,92259.0,2020-03-13,NAA8,1930635635.0,1
9255,46390,2,1,4562.66,1033.0,4,3,2020,1,-5,2020-03-19,0 days,U001,0200020431,DEC co,,2020.0,1930599358.0,2020-03-04,2020-03-04,2020-03-04,2020-03-24,USD,RV,1.0,,4562.66,2020-03-01,NAM4,1930599358.0,1
9256,46392,2,4,24681.93,1354.0,9,3,2020,1,0,2020-03-25,0 days,U001,0200762301,C&S WH foundation,,2020.0,1930624172.0,2020-03-10,2020-03-09,2020-03-10,2020-03-25,USD,RV,1.0,,24681.93,2020-03-10,NAC6,1930624172.0,1
9257,46401,2,6,70799.81,712.0,10,4,2020,2,0,2020-04-25,0 days,U001,0200772670,ASSOCIAT corp,,2020.0,1930776704.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,,70799.81,2020-04-10,NAU5,1930776704.0,1
9258,46412,2,1,36758.02,10524.0,3,5,2020,2,0,2020-05-18,0 days,U001,0200769623,WAL-MAR foundation,,2020.0,1930855017.0,2020-05-03,2020-05-03,2020-05-03,2020-05-18,USD,RV,1.0,,36758.02,2020-05-03,NAH4,1930855017.0,1
9259,46428,2,5,190.38,15506.0,30,4,2020,2,4,2020-05-20,1-15days,U001,0200726979,BJ'S  us,,2020.0,1930843082.0,2020-05-01,2020-04-30,2020-05-01,2020-05-16,USD,RV,1.0,,190.38,2020-05-01,NAA8,1930843082.0,1
9260,46430,2,4,56227.49,1354.0,10,4,2020,2,0,2020-04-25,0 days,U001,0200762301,C&S WH associates,,2020.0,1930774068.0,2020-04-10,2020-04-10,2020-04-10,2020-04-25,USD,RV,1.0,,56227.49,2020-04-10,NAC6,1930774068.0,1
9261,46437,2,1,12023.85,10524.0,19,4,2020,2,0,2020-05-05,0 days,U001,0200769623,WAL-MAR systems,,2020.0,1930802055.0,2020-04-20,2020-04-19,2020-04-20,2020-05-05,USD,RV,1.0,,12023.85,2020-04-20,NAH4,1930802055.0,1
9262,46441,2,1,7317.94,15506.0,6,4,2020,2,0,2020-04-22,0 days,U001,0200418007,AM associates,,2020.0,1930751837.0,2020-04-07,2020-04-06,2020-04-07,2020-04-22,USD,RV,1.0,,7317.94,2020-04-07,NAA8,1930751837.0,1
9263,46455,2,13,2646.76,15506.0,27,2,2020,1,1,2020-03-14,1-15days,U001,0200752302,KROGER llc,,2020.0,1930577900.0,2020-02-27,2020-02-27,2020-02-27,2020-03-13,USD,RV,1.0,,2646.76,2020-02-27,NAA8,1930577900.0,1
9264,46463,2,1,7051.7,15506.0,14,4,2020,2,0,2020-05-02,0 days,U001,0100001196,DOLLAR corporation,,2020.0,1930783259.0,2020-04-17,2020-04-14,2020-04-17,2020-05-02,USD,RV,1.0,,7051.7,2020-04-17,NAA8,1930783259.0,1
9265,46465,0,6,54556.07797131147,2968.0,30,4,2020,2,2,2020-05-13,1-15days,CA02,0140106408,WAL-M llc,,2020.0,2960631159.0,2020-04-30,2020-04-30,2020-04-30,2020-05-11,CAD,RV,1.0,,67469.25,2020-05-01,CA10,2960631159.0,1
9266,46466,2,1,20215.8,10524.0,11,4,2020,2,0,2020-04-28,0 days,U001,0200769623,WAL-MAR llc,,2020.0,1930778650.0,2020-04-13,2020-04-11,2020-04-13,2020-04-28,USD,RV,1.0,,20215.8,2020-04-13,NAH4,1930778650.0,1
9267,46467,2,4,31563.92,10524.0,5,5,2020,2,0,2020-05-21,0 days,U001,200759878,SA ,,2020.0,1930859398.0,2020-05-06,2020-05-05,2020-05-06,2020-05-21,USD,RV,1.0,,31563.92,2020-05-06,NAH4,1930859398.0,1
9268,46477,2,1,11387.77,10524.0,9,3,2020,1,0,2020-03-25,0 days,U001,0200769623,WAL-MAR trust,,2020.0,1930623687.0,2020-03-10,2020-03-09,2020-03-10,2020-03-25,USD,RV,1.0,,11387.77,2020-03-10,NAH4,1930623687.0,1
9269,46480,2,156,7068.28,10524.0,28,4,2020,2,1,2020-05-16,1-15days,U001,0200759878,SA systems,,2020.0,1930832525.0,2020-04-30,2020-04-28,2020-04-30,2020-05-15,USD,RV,1.0,,7068.28,2020-04-30,NAH4,1930832525.0,1
9270,46483,2,1,27979.55,15506.0,13,3,2020,1,1,2020-03-30,1-15days,U001,0200915438,GROC in,,2020.0,1930647671.0,2020-03-14,2020-03-13,2020-03-14,2020-03-29,USD,RV,1.0,,27979.55,2020-03-14,NAA8,1930647671.0,1
9271,46497,2,1,3698.2,575.0,16,3,2020,1,59,2020-05-11,46-60days,U001,CCU013,KRAFT F llc,,2020.0,1930658214.0,2020-03-13,2020-03-16,2020-03-13,2020-03-13,USD,RV,1.0,,3698.2,2020-03-13,NAX2,1930658214.0,1
9272,46500,2,10,14995.16,462.0,7,3,2020,1,2,2020-03-13,1-15days,U001,0200803720,DEC in,,2020.0,1930618702.0,2020-03-07,2020-03-07,2020-03-07,2020-03-11,USD,RV,1.0,,14995.16,2020-03-01,NAM2,1930618702.0,1
